Name,Type,Address,lat,lon
BAYVIEW ARENA PARK,Park,3240 Bayview Ave,43.78839,-79.3932
HTO PARK,Park,339 Queens Quay W,43.63817,-79.3895
ANNIVERSARY PARK,Park,410 Parliament St,43.66214,-79.3674
MERRILL BRIDGE ROAD PARK,Park,1 Lynn Ave,43.68132,-79.315
BURNETT PARK,Park,352 Burnett Ave,43.7602,-79.4314
REDGRAVE PARK,Park,48 Redgrave Dr,43.68271,-79.571
PELHAM AVENUE PLAYGROUND,Park,20 Pelham Ave,43.66848,-79.4553
SILVERVIEW PARK,Park,23 Silverview Dr,43.78577,-79.4115
WILLESDEN PARK,Park,88 Willesden Rd,43.79334,-79.3634
FAIRMEADOW PARKETTE,Park,37 Fairmeadow Ave,43.75584,-79.398
GRACEFIELD PARK,Park,175 Gracefield Ave,43.70945,-79.4907
POINT ROUGE TRAIL PARK,Park,203 Staines Rd,43.82593,-79.2202
NIGHTSTAR PARK,Park,18 Nightstar Rd,43.82411,-79.2294
NEVILLE PARK BLVD RAVINE,Park,45 Bracken Ave,43.67841,-79.2834
SHERWOOD PARK,Park,190 Sherwood Ave,43.71559,-79.39
NORTHERN LINEAR PARK,Park,180 Queens Wharf Rd,43.64027,-79.3991
BALLYCONNOR PARK,Park,21 Ballyconnor Crt,43.79991,-79.3863
MALVERN WOODS,Park,7600 Sheppard Ave E,43.80215,-79.2006
ROYAL ROUGE TOT LOT,Park,65 Royal Rouge Trl,43.80099,-79.1468
ALBERT CAMPBELL SQUARE,Park,150 Borough Dr,43.77281,-79.2572
BONSPIEL PARK,Park,50 Bonspiel Dr,43.79147,-79.1978
EAST DON PARKLAND,Park,1240 Sheppard Ave E,43.77183,-79.3652
RON WATSON PARK,Park,140 Bonis Ave,43.78496,-79.2946
PINETREE PARK,Park,55 Applemore Rd,43.79973,-79.2353
STAINES PARKETTE,Park,230 Staines Rd,43.82666,-79.2218
BIRUNTHAN PARK,Park,31 Dragonfly Cres,43.82292,-79.2253
COLLEGE PARK,Park,420 Yonge St,43.66005,-79.3838
COLONIAL PARK,Park,150 Bridlegrove Dr,43.73847,-79.2328
CHATSWORTH RAVINE,Park,900 Duplex Ave,43.72144,-79.4046
ROYWOOD PARK,Park,2 Roywood Dr,43.76386,-79.3217
CRAWFORD - JONES MEMORIAL PARK,Park,80 Dee Ave,43.71063,-79.5389
WOODBINE PARK,Park,1695 Queen St E,43.66695,-79.3118
LYNNDALE PARKETTE,Park,10 Lynndale Cres,43.68263,-79.2756
ALLENBURY PARK,Park,160 Fairview Mall Dr,43.7803,-79.3431
GILTSPUR PARK,Park,85 Magellan Dr,43.73606,-79.5084
TIMBERBANK PARK,Park,240 Timberbank Blvd,43.79539,-79.308
ORIOLE PARK - TORONTO,Park,201 Oriole Pkwy,43.69749,-79.4027
CRESTHAVEN PARK,Park,37 Cresthaven Dr,43.79857,-79.3634
TRUE DAVIDSON PARK,Park,160 Memorial Park Ave,43.69203,-79.3302
CHURCHILL HEIGHTS PARK,Park,60 Mountland Dr,43.7711,-79.2242
REGENTS PARK,Park,115 Westbourne Ave,43.7069,-79.2916
PRINCE EDWARD VIADUCT PARKETTE,Park,725 Bloor St E,43.67433,-79.3669
TURPIN AVENUE PARK,Park,12 Turpin Ave,43.7232,-79.555
CLOVERDALE PARK,Park,85 Shaver Ave S,43.63341,-79.545
GLEN LONG PARK,Park,35 Glen Long Ave,43.70863,-79.4558
ROBERT HICKS PARK,Park,39 Robert Hicks Dr,43.77268,-79.4537
BIRCHCREST PARK,Park,89 Beverly Glen Blvd,43.79868,-79.3222
CORONATION PARK - TORONTO,Park,711 Lake Shore Blvd W,43.63528,-79.4061
WADSWORTH PARK,Park,120 Connolly St,43.67199,-79.4575
BROADWAY AVENUE PARKETTE,Park,176 Broadway Ave,43.71142,-79.3907
LANGFORD PARKETTE,Park,26 Langford Ave,43.68054,-79.3412
GLEN EDYTH DRIVE PARKETTE,Park,2 Glen Edyth Dr,43.67809,-79.4055
BUTTONWOOD PARK,Park,30 Mulham Pl,43.68197,-79.519
AVALON PARKETTE,Park,1700 Kingston Rd,43.69239,-79.2637
MARTINGROVE GARDENS PARK,Park,31 Lavington Dr,43.68943,-79.5636
ROSEMOUNT GARDENS PARKETTE,Park,255 Queenslea Ave,43.70662,-79.5271
MALVERN PARK,Park,36 Sewells Rd,43.80821,-79.2152
EXBURY PARK,Park,128 EXBURY RD,43.73058,-79.504
SHEPTON WAY PARK,Park,115 Sanwood Blvd,43.81625,-79.3058
LAWREN HARRIS PARK,Park,145 Rosedale Valley Rd,43.6734,-79.3849
TRUMPETER PARK,Park,46 Trumpeter St,43.80729,-79.1842
EGLINTON RAVINE PARK,Park,2281 Eglinton Ave E,43.73071,-79.273
NOBLE PARK,Park,74 Sandcliff Rd,43.67707,-79.501
CRESCENTWOOD PARK,Park,35 Crescentwood Rd,43.68605,-79.2662
RUDDINGTON PARK,Park,75 Ruddington Dr,43.79219,-79.3898
BENNER PARK,Park,25 Benner Ave,43.70625,-79.4401
KENNEDY PARKETTE,Park,2799 Kennedy Rd,43.80079,-79.2958
SANDY BRUCE PARK,Park,426 Moore Ave,43.69729,-79.3706
STANLEY PARK,Park,27 Stanley Rd,43.74152,-79.5157
JONATHAN ASHBRIDGE PARK,Park,1515 Queen St E,43.66539,-79.3199
HURON - WASHINGTON PARKETTE,Park,420 Huron St,43.66609,-79.4015
EAST LYNN PARK,Park,1949 Danforth Ave,43.68489,-79.3154
FAIRHAVEN PARK,Park,100 Golfwood Hts,43.70264,-79.5461
BELLBURY PARK,Park,55 Van Horne Ave,43.78463,-79.3611
TAM O'SHANTER GOLF COURSE,Park,2481 Birchmount Rd,43.78633,-79.2995
ERINGATE PARK,Park,121 Wellesworth Dr,43.66324,-79.5818
SCARLETT BRIDGE PARKETTE,Park,SCARLETT RD,43.68131,-79.5093
DORIS - NORTON PARK,Park,290 Doris Ave,43.77282,-79.4125
ISABELLA VALANCY CRAWFORD PARK,Park,299 Front St W,43.64365,-79.3889
STEWART A. MCGREGOR PARKETTE,Park,85 Mason Blvd,43.74026,-79.4104
HUMBERWOOD PARK,Park,850 Humberwood Blvd,43.72889,-79.6192
CUMMER PARKETTE,Park,6024 Leslie St,43.80149,-79.3711
VESTA PARKETTE,Park,41 Vesta Dr,43.69291,-79.4167
OLYMPIC PARK,Park,222 Bremner Blvd,43.64269,-79.3849
BERESFORD PARK,Park,400 Beresford Ave,43.65619,-79.4802
GLENLAKE SQUARE,Park,516 Glenlake Ave,43.65613,-79.4741
MCCLEARY PARK,Park,755 Lake Shore Blvd E,43.65354,-79.3402
LANGDALE COURT GREENBELT,Park,107 Driftwood Ave,43.75485,-79.5137
ALLAN GARDENS,Park,160 Gerrard St E,43.66111,-79.3741
ACACIA PARK,Park,68 Lilac Ave,43.71976,-79.5413
CONNORVALE PARK,Park,281 Rimilton Ave,43.6094,-79.5286
HILLSIDE PARK,Park,185 Hillside Ave,43.60892,-79.5001
NORWOOD PARK,Park,16 Norwood Rd,43.6824,-79.3027
MUIRLANDS PARK,Park,40 Muirlands Dr,43.82407,-79.2684
SPRING GARDEN PARK,Park,32 Meadow Crest Rd,43.6416,-79.5136
AMESBURY PARK,Park,151 Culford Rd,43.70579,-79.4863
ROBERT BATEMAN PARKETTE,Park,281 Chaplin Cres,43.70154,-79.4148
HARWOOD PARK,Park,51 Leigh St,43.67657,-79.4774
REDPATH AVENUE PARKETTE,Park,130 Erskine Ave,43.71235,-79.3943
YORK STADIUM,Park,2 Avon Ave,43.68178,-79.4801
BENNETT PARK,Park,10 Gothic Ave,43.65379,-79.4675
NEILSON PARK - SCARBOROUGH,Park,1555 Neilson Rd,43.81267,-79.2249
50 QUEENS QUAY EAST PARK,Park,50 QUEENS QUAY E,43.6429,-79.3728
PRESCOTT PARKETTE,Park,20 Prescott Ave,43.67535,-79.4576
PRICEFIELD ROAD PLAYGROUND,Park,50 Pricefield Rd,43.6813,-79.3884
WELLESLEY PARK,Park,500 Wellesley St E,43.66971,-79.3628
YORKMINSTER PARK BAPTIST CHURCH PARK,Park,1585 Yonge St,43.69053,-79.3942
CONACHER PARK,Park,645 Conacher Dr,43.79535,-79.3984
SEVEN OAKS PARK,Park,372 Military Trl,43.78701,-79.211
TOPHAM PARK,Park,181 Westview Blvd,43.71045,-79.3067
GARLAND PARK,Park,65 John Garland Blvd,43.73234,-79.5831
DEEKSHILL PARK,Park,2 Piperbrook Cres,43.76742,-79.1817
66 DOUGLAS CRESCENT PARKETTE,Park,66 Douglas Cres,43.69214,-79.3664
SEELEY GREENBELT,Park,23 Seeley Dr,43.74226,-79.4941
HILLDOWNTREE PARKETTE,Park,16 Hilldowntree Rd,43.66029,-79.5261
HUMMINGBIRD PARK,Park,40 Oasis Blvd,43.82858,-79.2342
ALLANHURST PARK,Park,1336 Royal York Rd,43.67854,-79.5254
BURROWS HALL PARK,Park,239 Burrows Hall Blvd,43.79381,-79.2281
SKYMARK PARK,Park,3500 Don Mills Rd,43.79568,-79.3557
KING'S MILL PARK,Park,9 Catherine St,43.65127,-79.491
TRAYMORE PARK,Park,5 Traymore Cres,43.64833,-79.4886
CLIFFWOOD PARK,Park,280 Cliffwood Rd,43.80802,-79.3547
SANWOOD PARK,Park,20 Sanwood Blvd,43.81701,-79.3108
REMBERTO NAVIA SPORT FIELDS,Park,65 Norfinch Dr,43.75813,-79.5284
MOSSGROVE PARK,Park,57 Mossgrove Trl,43.7532,-79.3654
MCCAUL - ORDE PARKETTE,Park,235 Mc Caul St,43.65793,-79.3927
GRACE - COLLEGE PARKETTE,Park,GRACE ST,43.7428,-79.2331
STARRY PARK,Park,505 Staines Rd,43.835,-79.2289
KNOTWOOD PARK,Park,40 Pogonia St,43.82637,-79.2275
PORT ROYAL PARK,Park,50 Port Royal Trl,43.8188,-79.2872
HARRYETTA GARDENS,Park,170 Torresdale Ave,43.78249,-79.4506
MILLIKEN PARK,Park,5555 Steeles Ave E,43.83153,-79.2712
G. ROSS LORD PARK,Park,4801 Dufferin St,43.77818,-79.4687
RUSTIC PARK,Park,35 Raven Rd,43.71391,-79.5043
DON VALLEY BRICK WORKS,Park,550 Bayview Ave,43.68378,-79.3656
BRIDLETOWNE PARK,Park,2295 Bridletowne Crcl,43.79959,-79.3139
CREEKSIDE PARK,Park,3600 Bayview Ave,43.80258,-79.3964
TALL PINES PARK,Park,64 Rylander Blvd,43.7985,-79.1522
ZOOVIEW PARK,Park,50 Hedge End Rd,43.80907,-79.1728
BRIMLEY WOODS,Park,2755 Brimley Rd,43.80836,-79.2782
MANOR COMMUNITY GREEN,Park,190 Manor Rd E,43.70468,-79.3879
ECHO VALLEY PARK,Park,1124 Kipling Ave,43.6532,-79.5409
PANORAMA PARK,Park,31 Panorama Crt,43.74667,-79.5802
SYLVAN PARK - GATE GULLY,Park,55 Sylvan Ave,43.73051,-79.2141
OAKDALE VILLAGE PARK,Park,95 Fred Young Dr,43.72943,-79.5203
SENATOR MARIAN MALONEY PARK,Park,40 Caven St,43.62082,-79.521
ETHENNONNHAWAHSTIHNEN PARK,Park,80 McMahon Dr,43.7674,-79.3724
85 KEEWATIN AVE PARK,Park,85 Keewatin Ave,43.71292,-79.3959
MOORE PARK,Park,110 Cactus Ave,43.7922,-79.4346
CENTRE PARK,Park,15 Centre Ave,43.79177,-79.4168
WOBURN PARK - NORTH YORK,Park,575 Cranbrooke Ave,43.72379,-79.4288
VIOLA DESMOND PARK,Park,85 Hupfield Trl,43.81305,-79.2199
"SHAWN ""BLU"" ROSE PARK",Park,30 Empringham Dr,43.81161,-79.2103
HORSELEY HILL PARK,Park,145 Horseley Hill Dr,43.81012,-79.2294
L'AMOREAUX SPORTS COMPLEX,Park,100 Silver Springs Blvd,43.80362,-79.3043
FLEMINGDON PARK,Park,150 Grenoble Dr,43.71354,-79.3266
OLD SHEPPARD PARK,Park,101 Sheppard Ave,43.76251,-79.4054
OLIVE SQUARE PARK,Park,5575 Yonge St,43.77934,-79.415
LISSOM PARK,Park,338 Homewood Ave,43.78538,-79.4407
WOODGROVE RAVINE PARK,Park,1 Woodgrove Dr,43.76652,-79.1688
BIRCHCLIFF WOODS,Park,3700 Danforth Ave,43.69803,-79.2623
NEILSON PARK - ETOBICOKE,Park,56 Neilson Dr,43.63021,-79.5664
HARDING PARKETTE,Park,33 Kingsbury Cres,43.68968,-79.2627
ATRIA NORTH PARK,Park,75 Atria Blvd,43.77435,-79.329
WARDEN PARK,Park,2851 Warden Ave,43.80441,-79.3197
MCLEVIN WOODS PARK,Park,375 McLevin Ave,43.80798,-79.2228
HUNTSMILL PARK,Park,201 Huntsmill Blvd,43.8087,-79.33
WEDGEWOOD PARK - NORTH YORK,Park,145 Wedgewood Dr,43.7909,-79.4068
FAIRGLEN PARK,Park,16 Corinthian Blvd,43.78916,-79.3251
SOUTH STANLEY PARK EXTENSION,Park,801 Wellington St W,43.64078,-79.4106
TELFER PARK,Park,71 Pinery Trl,43.80765,-79.2262
LITTLES ROAD PARK,Park,30 Littles Rd,43.81643,-79.2037
COLLINGSBROOK PARKETTE,Park,136 Collingsbrook Blvd,43.79144,-79.3169
NORTH BRIDLEWOOD PARK,Park,11 Adencliff Rd,43.79058,-79.3208
JOLLY MILLER PARK,Park,3995 Yonge St,43.74151,-79.405
ELMCREST PARK,Park,575 Rathburn Rd,43.64865,-79.5844
SEASONS PARK,Park,40 Seasons Dr,43.83071,-79.2315
TERRY FOX PARK,Park,300 Bamburgh Crcl,43.81553,-79.3214
ADAMS PARK,Park,2 Rozell Rd,43.7915,-79.1444
NEWTON PARKETTE,Park,293 Newton Dr,43.79888,-79.3958
BAYCREST PARK,Park,160 Neptune Dr,43.72892,-79.4431
BRAMBER WOODS PARK,Park,15 Bramber Rd,43.78903,-79.1675
HILLSBOROUGH PARK,Park,94 Corporate Dr,43.78053,-79.2485
CAMPBELL AVENUE PARK,Park,225 Campbell Ave,43.66299,-79.4484
CENTENNIAL PARK - SCARBOROUGH,Park,225 Centennial Rd,43.78485,-79.1493
DENISON PARK,Park,108 Denison Rd W,43.69412,-79.5118
LIVINGSTONE PARK,Park,21 Woodville Ave,43.69128,-79.3538
HILLINGDON - WOODROW PARKETTE,Park,64 Woodrow Ave,43.6827,-79.3205
SERGEANT RYAN RUSSELL PARKETTE,Park,250 Avenue Rd,43.67737,-79.3981
L'AMOREAUX NORTH PARK,Park,1900 McNicoll Ave,43.8114,-79.3045
VALECREST PARK,Park,125 Valecrest Dr,43.67279,-79.5204
TANIS CRES WOODLOT,Park,30 Tanis Cres,43.78641,-79.1635
HAVENDALE PARK,Park,5 Belgreen Ave,43.79295,-79.2884
KING GEORGES - KEELE PARKETTE,Park,KING GEORGE'S DR,43.69517,-79.4779
JACK EVELYN WIGGINS PARK,Park,51 Leitch Ave,43.7679,-79.4967
BRIARCREST PARK,Park,68 Wellesworth Dr,43.66587,-79.5811
DONALDA PARK,Park,80 Donalda Cres,43.79057,-79.2836
BROOKS ROAD PARK,Park,51 Keeler Blvd,43.79276,-79.2064
MIMICO WATERFRONT PARK,Park,29 Norris Cres,43.61084,-79.4871
ANETA CIRCLE PARKETTE,Park,184 Newton Dr,43.79472,-79.4045
IROQUOIS PARK,Park,295 Chartland Blvd S,43.8039,-79.2693
SAWLEY BANSTOCK GREENBELT,Park,6 Banstock Dr,43.78961,-79.386
NORTH AGINCOURT PARK,Park,61 Moran Rd,43.79648,-79.2748
PORT UNION WATERFRONT PARK,Park,175 Chesterton Shores,43.78375,-79.1264
ROCKFORD PARK,Park,70 Rockford Rd,43.78549,-79.4532
60 BROADWAY AVE PARK,Park,60 Broadway Ave,43.71042,-79.3958
CHARLES CACCIA PARK,Park,348 Nairn Ave,43.68837,-79.4539
GIDEON PARKETTE,Park,16 Gideon Crt,43.79677,-79.3625
SANTA CHIARA PARKETTE - ANNE MARIE D'AMICO SQUARE,Park,1114 St Clair Ave W,43.67864,-79.4412
LION'S GATE PARK,Park,58 Waterford Dr,43.68084,-79.5418
PICASSO PARK,Park,9 Picasso Rd,43.80191,-79.1792
BERNER TRAIL PARK,Park,45 Nahanni Ter,43.80174,-79.2238
STEPHEN LEACOCK PARK,Park,2530 Birchmount Rd,43.78768,-79.3021
HUBBARD PARK,Park,550 Gerrard St E,43.66536,-79.3544
GUSTAV PARKETTE,Park,45 Gustav Cres,43.78908,-79.3961
BOWAN COURT PARKETTE,Park,12 Bowan Crt,43.79554,-79.3928
PINTO PARK,Park,23 Pinto Dr,43.79141,-79.3404
WIDDICOMBE HILL PARK,Park,31 Widdicombe Hill,43.67902,-79.5495
CORKTOWN COMMON,Park,155 Bayview Ave,43.65474,-79.3524
SHALLMAR PARKETTE,Park,13 Shallmar Blvd,43.70393,-79.4238
CANDLEBROOK CRESCENT PARK,Park,13 Candlebrook Cres,43.8029,-79.3247
HORSHAM PARKETTE,Park,159 Horsham Ave,43.77265,-79.4227
MAPLEHURST PARK,Park,296 Maplehurst Ave,43.76551,-79.3978
ELLERSLIE PARK,Park,499 Ellerslie Ave,43.76558,-79.4395
GODSTONE PARK,Park,45 Godstone Rd,43.78313,-79.3477
FESTIVAL PARK,Park,200 Fisherville Rd,43.7879,-79.4588
CUDMORE CREEK PARK,Park,250 Manor Rd E,43.70532,-79.3852
SHEPPARD EAST PARK,Park,229 Glendora Ave,43.7622,-79.3948
TOTTENHAM PARKETTE,Park,16 Tottenham Rd,43.73124,-79.3546
JAMES GARDENS,Park,99 Edenbridge Dr,43.67138,-79.5161
KITCHENER PARK,Park,20 Lorraine Ave,43.73166,-79.2535
GREEN MEADOWS PARK - NORTH YORK,Park,100 Green Meadows Crcl,43.78719,-79.3663
KING/QUEEN TRIANGLE,Park,555 Queen St E,43.65731,-79.3561
RIVERSIDE COMMON PARK,Park,657 Queen St E,43.65824,-79.3517
WOODLANDS PARK,Park,19 Reesor Rd,43.84802,-79.1997
CASWELL PARK,Park,18 Caswell Dr,43.79632,-79.4022
CHARTLAND PARK,Park,99 Chartland Blvd S,43.7998,-79.2794
CUMMER PARK,Park,823 Cummer Ave,43.79956,-79.3731
DR. DANIEL HILL PARK,Park,25 Cassandra Blvd,43.74856,-79.3275
YORKWOODS PARK,Park,20 Yorkwoods Gt,43.75151,-79.5142
CANADIAN UKRAINIAN MEMORIAL PARK,Park,425 Scarlett Rd,43.68497,-79.5114
EAST TORONTO ATHLETIC FIELD,Park,175 Main St,43.68461,-79.2993
ROXBOROUGH PARKETTE,Park,30 Roxborough Dr,43.6812,-79.3819
ALEX MURRAY PARKETTE,Park,107 Crescent Rd,43.67827,-79.3828
GOLDHAWK PARK,Park,250 Goldhawk Trl,43.82331,-79.2817
AUDRELANE PARK,Park,60 Audrelane Crt,43.82249,-79.2889
HOPTREE PARK,Park,15 Hoptree Ave,43.82262,-79.2204
HERON PARK,Park,292 Manse Rd,43.76886,-79.1769
FRANK STOLLERY PARKETTE,Park,1 Davenport Rd,43.67271,-79.3884
WELLESLEY - MAGILL PARK,Park,125 Homewood Ave,43.66752,-79.3759
JAMES CANNING GARDENS,Park,15 Gloucester St,43.66659,-79.3843
JOSEPH SHEARD PARKETTE,Park,11 Granby St,43.66049,-79.3819
THE DOCTORS' PARKETTE,Park,350 College St,43.6575,-79.4039
DAVID A. BALFOUR PARK,Park,75 Rosehill Ave,43.6869,-79.3892
SNIDER PARKETTE,Park,2 Lytton Blvd,43.71649,-79.4011
BRANDON AVENUE PARKETTE,Park,2 Brandon Ave,43.6706,-79.4403
MAJOR ABBAS ALI PARK,Park,180 McLevin Ave,43.80353,-79.2313
CHARTWELL PARK,Park,99 Kenhatch Blvd,43.80527,-79.2631
ALAMOSA PARK,Park,111 Alamosa Dr,43.78232,-79.3697
KNOTT PARK,Park,1 A Deblyn Dr,43.79806,-79.2917
CYNTHIA LAI PARK,Park,1051 Progress Ave,43.79204,-79.2338
LUCY TOT LOT,Park,2 Sneath Ave,43.69084,-79.2856
KENWORTHY PARK,Park,2 A Kenworthy Ave,43.69058,-79.2832
GLEDHILL PARK,Park,125 Gledhill Ave,43.69085,-79.3101
EGLINTON - GILBERT PARKETTE,Park,504 Gilbert Ave,43.69219,-79.4637
RIDGEWOOD PARKETTE,Park,24 Ridgewood Rd,43.69157,-79.4215
TADDLE CREEK PARK,Park,40 Bedford Rd,43.66986,-79.3984
RENNIE PARK,Park,1 Rennie Ter,43.64508,-79.4746
CRONIN PARK,Park,34 Lorene Dr,43.64533,-79.5561
CLARENCE SQUARE PARK,Park,25 Clarence Sq,43.64444,-79.3937
ROSEDALE RAVINE LANDS,Park,450 Bloor St E,43.67271,-79.3762
CAIRNS AVENUE PARKETTE,Park,93 Cairns Ave,43.67163,-79.3158
COLONY PARK,Park,2100 Martin Grove Rd,43.74663,-79.5973
LA ROSE PARK,Park,65 La Rose Ave,43.68569,-79.5179
CHARLES BRERETON PARK,Park,306 Oakwood Ave,43.68504,-79.4382
CY TOWNSEND PARK,Park,455 Winona Dr,43.68943,-79.4353
ST. ALBAN'S SQUARE,Park,90 Howland Ave,43.66859,-79.4101
MAPLE LEAF FOREVER PARK,Park,62 Laing St,43.66321,-79.3273
IVAN FORREST GARDENS,Park,131 Glen Manor Dr,43.67218,-79.2927
YONGE BOULEVARD PARKETTE,Park,3444 Yonge St,43.73404,-79.4049
MEMORIAL GARDENS PARK,Park,850 Coxwell Ave,43.69099,-79.3279
LORING - WYLE PARKETTE,Park,276 St Clair Ave E,43.69067,-79.3832
LOGAN GREEN FIELD,Park,921 Logan Ave,43.6789,-79.3494
GREEN MEADOWS PARK - ETOBICOKE YORK,Park,20 Newstead Rd,43.68572,-79.5345
WOOLNER PARK,Park,735 Jane St,43.67116,-79.4928
SYMES - VIELLA PARKETTE,Park,66 Symes Rd,43.67147,-79.4783
CHANDOS PARK SOUTH,Park,19 Chandos Ave,43.67087,-79.4413
HOME SMITH PARK,Park,4101 Dundas St W,43.66221,-79.5058
LAMBETH CRESCENT PARKETTE,Park,27 Lambeth Cres,43.66249,-79.5223
BROADACRES PARK,Park,35 Crendon Dr,43.64721,-79.5715
OSLER PLAYGROUND,Park,123 Argyle St,43.6463,-79.4221
BIRCHVIEW BOULEVARD PARKETTE,Park,38 Birchview Blvd,43.6475,-79.5153
EDWARDS GARDENS,Park,755 Lawrence Ave E,43.73415,-79.3594
DUNDAS - ST.CLARENS PARKETTE,Park,1717 Dundas St W,43.64987,-79.4388
KINGSWAY GATE PARKETTE,Park,2 The Kingsway,43.65014,-79.4998
CARSBROOKE PARK,Park,415 Renforth Dr,43.64707,-79.577
DAVID CAPLAN PARK,Park,125 Consumers Rd,43.77412,-79.3322
GEARY AVENUE PARKETTE,Park,15 Geary Ave,43.67119,-79.4301
OAK STREET PARKETTE,Park,36 Oak St,43.66127,-79.3648
REGENT PARK BOULEVARD PARK,Park,81 Regent Park Blvd,43.66027,-79.3616
BLOORDALE PARK NORTH,Park,20 Toledo Rd,43.63916,-79.5734
MARGARET FAIRLEY PARK,Park,100 Brunswick Ave,43.66034,-79.4055
SUNNYBROOK PARKETTE,Park,25 Sunnybrook Rd,43.64536,-79.4826
LOUISE RUSSO PARK,Park,42 Flindon Rd,43.72131,-79.5409
SERENA GUNDY PARK,Park,58 Rykert Cres,43.71856,-79.3584
STRATHBURN PARK,Park,55 Strathburn Blvd,43.72209,-79.5332
GAMBLE PLAYGROUND,Park,150 Gamble Ave,43.69107,-79.347
FINCH - HUMBERLINE SPORTSFIELDS,Park,95 Humberline Dr,43.73307,-79.6172
GREENBELT PARK,Park,25 Jessie Dr,43.73052,-79.3344
SMYTHE PARK,Park,61 Black Creek Blvd,43.67613,-79.5
ZORRA PARK,Park,28 Zorra St,43.62039,-79.522
KENNEDY - LAWRENCE PARKETTE,Park,60 Mike Myers Dr,43.74822,-79.2737
MAIDAVALE PARK,Park,1031 Birchmount Rd,43.73309,-79.2787
KNIGHTSWOOD RD PARK,Park,40 Knightswood Rd,43.73956,-79.391
MOCCASIN TRAIL PARK,Park,55 Green Belt Dr,43.73288,-79.3329
HORTON PARK,Park,15 Oswego Rd,43.73681,-79.2431
BEN NOBLEMAN PARK,Park,1075 Eglinton Ave W,43.69864,-79.4353
FOUR OAKS GATE PARK,Park,388 A O'Connor Dr,43.69645,-79.3375
BUDAPEST PARK,Park,1575 Lake Shore Blvd W,43.63684,-79.4464
CLOSE AVENUE PARKETTE,Park,116 Close Ave,43.63712,-79.4349
DAVENPORT VILLAGE PARK,Park,18 Foundry Ave,43.66971,-79.4494
JOSEPH BANNON PARK,Park,65 Mary Chapman Blvd,43.73237,-79.535
KENASTON PARK,Park,573 Sheppard Ave E,43.76705,-79.3858
BLOORDALE PARK SOUTH,Park,230 Renforth Dr,43.63583,-79.5682
ORDNANCE PARK,Park,10 Ordnance St,43.63925,-79.4085
CHARLES SAURIOL CONSERVATION AREA,Park,1191 Lawrence Ave E,43.73926,-79.3286
PHIL GIVENS PARK,Park,99 Caribou Rd,43.71945,-79.4211
VILLAGE OF YORKVILLE PARK,Park,115 Cumberland St,43.67004,-79.3917
WEST DEANE PARK Outdoor Rink,Park,376 Martin Grove RD,43.66163,-79.5574
West Deane Park Outdoor Pool,Recreation Centre,19 Sedgebrook Cres,43.66074,-79.5616
West Deane Park,Park,400 Martin Grove Road,43.6633,-79.5591
BRISTOL AVENUE PARKETTE WEST,Park,30 Bristol Ave,43.67063,-79.4388
MILLSTONE PARKETTE,Park,1 Plymbridge Rd,43.73847,-79.4007
BEATY AVENUE PARKETTE,Park,66 Beaty Ave,43.63841,-79.4409
DUFFERIN - KING PARK,Park,256 Dufferin St,43.63817,-79.4275
20 CASTLEFIELD AVE PARK,Park,20 Castlefield Ave,43.71188,-79.4005
LAKEVIEW AVENUE PARKETTE,Park,1208 Dundas St W,43.64953,-79.4229
CASTLEFIELD PARKETTE,Park,621 Castlefield Ave,43.70654,-79.4242
BRISTOL AVENUE PARKETTE EAST,Park,25 Bristol Ave,43.67055,-79.4381
PRINCESS MARGARET PARK,Park,1297 Kipling Ave,43.66554,-79.545
HIDEAWAY PARK,Park,23 Audley Ave,43.66504,-79.3379
HARTFIELD COURT PARKETTE,Park,50 Hartfield Crt,43.66739,-79.5236
JOSEPH WORKMAN PARK,Park,90 Shank St,43.64195,-79.4169
THOMPSON STREET PARKETTE,Park,120 Broadview Ave,43.65938,-79.3504
ELM PARK - YORK,Park,54 Elm St,43.70631,-79.5161
NORTHEND PARKETTE,Park,2393 Weston Rd,43.7067,-79.5326
BATHURST QUAY COMMON,Park,1 Eireann Quay,43.6345,-79.3972
ARLINGTON PARKETTE,Park,460 Arlington Ave,43.69151,-79.4334
ETIENNE BRULE PARK,Park,13 Crosby Ave,43.66104,-79.5005
MAGWOOD PARK,Park,2 Pasadena Gdns,43.65763,-79.498
GRAFTON AVENUE PARK,Park,23 Roncesvalles Ave,43.6395,-79.4461
EVERGREEN GARDENS PARK,Park,23 Evergreen Gdns,43.69564,-79.3725
TAYLOR CREEK PARK,Park,260 Dawes Rd,43.69702,-79.2977
WINCOTT PARK,Park,86 Northcrest Rd,43.69446,-79.5496
MOORE PARK RAVINE,Park,205 Moore Ave,43.69473,-79.3804
GREEN HILLS PARK,Park,1 A Paulson Rd,43.69478,-79.479
SENTINEL PARK,Park,295 Sentinel Rd,43.75523,-79.4998
SECORD PARK,Park,8 Secord Ave,43.69317,-79.3007
DAVID PECAUT SQUARE,Park,215 King St W,43.64695,-79.3876
JOLLY WAY PARK,Park,965 Ellesmere Rd,43.76582,-79.2783
GREENWOOD PARK,Park,150 Greenwood Ave,43.66949,-79.3292
JOSEPH TOUGH PARK,Park,246 Davenport Rd,43.67472,-79.3978
Otter Creek Centre Outdoor Rink Washroom,Recreation Centre,140 Cheritan Ave,43.72142,-79.4098
