Name,Type,Address,lat,lon
DONORA PARK,Park,17 Donora Dr,43.70045,-79.2957
HILLCREST PARK,Park,950 Davenport Rd,43.67565,-79.4239
PARK LAWN PARK,Park,330 Park Lawn Rd,43.63699,-79.4947
QUEEN'S PARK,Park,110 Wellesley St W,43.66487,-79.3918
WHITEHALL PARKETTE,Park,2 Whitehall Rd,43.6843,-79.3833
J.T. WATSON PARKETTE,Park,605 Ridelle Ave,43.70161,-79.4504
BERRY ROAD PARK,Park,260 Berry Rd,43.63459,-79.5022
MICHAEL POWER PARK,Park,5055 Dundas St W,43.64541,-79.5311
SENATOR PETER BOSA PARKETTE,Park,725 Vaughan Rd,43.69443,-79.4454
REGENT PARK - ETOBICOKE,Park,75 Regent St,43.68185,-79.4693
FAIRBANK MEMORIAL PARK,Park,2213 Dufferin St,43.69129,-79.448
TOPCLIFF PARK,Park,75 Topcliff Ave,43.75609,-79.5091
LAWRENCE HEIGHTS PARK,Park,3 B Flemington Rd,43.71912,-79.4428
FENNIMORE PARK,Park,78 Fennimore Cres,43.74556,-79.5216
MILTON BERGER PARK,Park,21 MONTE KWINTER CRT,43.73344,-79.4476
CRAIGLEIGH GARDENS,Park,160 South Dr,43.67745,-79.373
FIELDWAY PARKETTE,Park,240 Van Dusen Blvd,43.64016,-79.5289
HAMPSHIRE HEIGHTS PARK,Park,231 Martin Grove Rd,43.65588,-79.552
THE ELMS PARK,Park,25 Auburndale Crt,43.7192,-79.5548
JOEL WEEKS PARK,Park,10 Thompson St,43.65916,-79.3529
DALRYMPLE PARK,Park,59 Dalrymple Dr,43.67895,-79.4917
KILGOUR PARKETTE,Park,1 Kilgour Rd,43.71655,-79.3777
MARIE BALDWIN PARK,Park,746 Jane St,43.67088,-79.4938
UPWOOD GREENBELT,Park,44 Marshlynn Ave,43.70506,-79.5009
LAKE CRESCENT ROAD END PARKETTE,Park,2 Lake Cres,43.60749,-79.4881
SUNNYSIDE PARK,Park,1755 Lake Shore Blvd W,43.63771,-79.4574
TRETHEWEY PARK EAST,Park,121 Trethewey Dr,43.69466,-79.4847
LAUGHLIN PARK,Park,420 Atlas Ave,43.69296,-79.4364
WINDERMERE AVENUE PARKETTE,Park,167 Windermere Ave,43.6419,-79.4746
BEAUMONDE HEIGHTS PARK,Park,44 Amaron Ave,43.74268,-79.5766
IRENE AVENUE PARKETTE,Park,760 Shaw St,43.66287,-79.4236
CHATER COURT PARK,Park,1 Chater Crt,43.71423,-79.4363
CORTLEIGH PARKETTE,Park,375 Cortleigh Blvd,43.70986,-79.4255
COTSWOLD PARK,Park,44 A Cotswold Cres,43.75797,-79.398
CAPRI PARK,Park,596 The East Mall,43.65433,-79.5649
TURNBERRY NORTH PARK,Park,44 Algarve Cres,43.67933,-79.4669
DANE PARKETTE,Park,21 Dane Ave,43.71618,-79.4542
RIDGE PARK,Park,85 Ridge Rd,43.7211,-79.4926
Alex Duff Memorial Outdoor Pool,Recreation Centre,779 Crawford St,43.66491,-79.4227
CHRISTIE PITS PARK,Park,750 Bloor St W,43.66346,-79.42
DON MILLS TRAIL,Park,813 Lawrence Ave E,43.73464,-79.3543
MAPLE LEAF PARK,Park,320 Culford Rd,43.71631,-79.4915
INDIAN LINE PARK,Park,655 Humberwood Blvd,43.72467,-79.622
MCCOWAN DISTRICT PARK,Park,150 McCowan Rd,43.73397,-79.2363
HIGHFIELD PARK,Park,68 Stevenson Rd,43.74367,-79.5882
NEWGATE PARKETTE,Park,126 Elm Ridge Dr,43.70335,-79.4371
SIMCOE PARK,Park,240 Front St W,43.64472,-79.3868
MARYLAND PARK,Park,19 Maryland Blvd,43.69167,-79.2954
BLANTYRE PARK,Park,180 Fallingbrook Rd,43.68375,-79.2801
WEST LODGE PARK,Park,165 Lansdowne Ave,43.64583,-79.4384
BOB ACTON PARK,Park,45 William Hancox Ave,43.68654,-79.2934
MALTA PARK,Park,3179 Dundas St W,43.66533,-79.4755
GLEN AGAR PARK,Park,331 Martin Grove Rd,43.66209,-79.5566
LOCHLEVEN PARK,Park,50 Lochleven Dr,43.74006,-79.2212
ST. LUCIE PARK,Park,3300 Weston Rd,43.74259,-79.5406
GLEN PARK,Park,44 A Eastglen Cres,43.65092,-79.5525
BERCZY PARK,Park,35 Wellington St E,43.64812,-79.3752
BLACKFRIAR PARK,Park,22 Blackfriar Ave,43.69489,-79.5615
DUPLEX PARKETTE,Park,2906 Yonge St,43.72148,-79.4018
ST. STEVENS COURT PARKETTE,Park,2 St Stevens Crt,43.66402,-79.52
STANLEY AVENUE PARK,Park,55 Station Rd,43.61538,-79.4939
SIX POINTS PARK,Park,10 Viking Lane,43.63963,-79.5358
BREADALBANE PARK,Park,30 Breadalbane St,43.66383,-79.3858
RAMBERT CRESCENT PARKETTE,Park,20 Rambert Cres,43.64552,-79.4801
BAIRD PARK,Park,275 Keele St,43.66228,-79.4625
ST. PHILLIPS ROAD PARKETTE,Park,98 Dixon Rd,43.70012,-79.5348
BLACK CREEK SITE WEST,Park,805 Jane St,43.67546,-79.4939
DR. LILLIAN MCGREGOR PARK,Park,25 Wellesley St W,43.66443,-79.3861
LONG BRANCH PARK,Park,245 Lake Promenade,43.5887,-79.5299
LEN FORD PARK,Park,295 Lake Promenade,43.58814,-79.5338
THIRTY EIGHTH STREET PARK,Park,351 Lake Promenade,43.58835,-79.5373
QUEENSWAY PARK,Park,8 Avon Park Dr,43.62658,-79.5056
BEARE HILL PARK,Park,8145 Finch Ave E,43.82983,-79.1664
NAIRN PARK,Park,261 Nairn Ave,43.68411,-79.4514
WINCHESTER PARK,Park,530 Ontario St,43.66535,-79.3715
BETTY SUTHERLAND TRAIL PARK,Park,250 Duncan Mill Rd,43.76194,-79.3502
CANMORE PARK,Park,101 Canmore Blvd,43.79374,-79.1767
TRIPLE CROWN PARKETTE,Park,93 D Triple Crown Ave,43.72526,-79.6019
SOUTH HUMBER PARK,Park,120 The Queensway,43.63291,-79.4771
THE GORE,Park,701 Fleet St,43.63594,-79.4073
ST. JAMES TOWN WEST PARK,Park,589 Sherbourne St,43.67081,-79.3759
DRAPER PARK,Park,19 Draper St,43.64245,-79.3977
PRINCESS ANNE PARK,Park,25 A Princess Margaret Blvd,43.67435,-79.5404
NATAL PARK,Park,110 Natal Ave,43.71426,-79.2548
JOYCE PARK,Park,62 Joyce Pkwy,43.70912,-79.4672
HUMBER BAY PARK WEST,Park,2225 Lake Shore Blvd W,43.62054,-79.4826
DON VALLEY GOLF COURSE,Park,4200 Yonge St,43.74937,-79.4084
WICKSON TRAIL PARK,Park,30 Silverbell Grv,43.80458,-79.2161
MEASUREMENT PARK,Park,1167 Eastern Ave,43.66582,-79.3133
AVONDALE PARK,Park,15 Humberstone Dr,43.75731,-79.4077
PELLATT PARKETTE,Park,325 Pellatt Ave,43.71275,-79.5291
CHRIST THE KING PARK,Park,475 Rathburn Rd,43.65223,-79.575
OPERA PLACE,Park,25 Breadalbane St,43.66348,-79.3856
ST. MARY STREET PARKETTE,Park,26 St Mary St,43.66788,-79.3874
FROST PARK,Park,2051 Kipling Ave,43.71365,-79.567
PORTAGE GARDENS PARK,Park,400 Sidney Belsey Cres,43.69066,-79.5086
BLEECKER PARKETTE,Park,149 Bleecker St,43.66623,-79.3731
BIG BEAR PARK,Park,5 STEVE PODBORSKI RD,43.72032,-79.3426
METROGATE PARK,Park,160 Village Green Sq,43.77881,-79.2822
GLENGARRY PARK,Park,219 Glengarry Ave,43.72332,-79.4134
BAMBURGH PARK,Park,70 Bamburgh Crcl,43.81495,-79.3276
ELMBROOK PARK,Park,2 Elmbrook Cres,43.65994,-79.5839
MACKLIN HANCOCK PARK,Park,990 Lawrence Ave E,43.73756,-79.3428
CRAIGTON COURT TOT LOT,Park,14 Craigton Dr,43.72793,-79.3011
DEAN PARK WALKWAY,Park,65 Dean Park Rd,43.80227,-79.1731
GRATTAN PARK,Park,52 Grattan St,43.70644,-79.5219
GOULDING PARK,Park,80 Patricia Ave,43.78959,-79.4223
HENRIETTA PARK,Park,1 A Henrietta St,43.6713,-79.4811
BEACHES PARK,Park,2075 Queen St E,43.67,-79.2993
HUMBER SHEPPARD PARK,Park,3100 Weston Rd,43.73371,-79.5396
BLUE RIDGE PARK,Park,50 Blue Ridge Rd,43.77335,-79.3753
RING ROAD LINEAR PARK,Park,139 Doris Ave,43.76596,-79.4088
SHAWNEE PARK,Park,81 Shawnee Crcl,43.79701,-79.3395
TERRAVIEW PARK,Park,1625 Pharmacy Ave,43.76646,-79.313
YORK MILLS PARK,Park,321 York Mills Rd,43.74829,-79.3827
R.V. BURGESS PARK,Park,46 Thorncliffe Park Dr,43.70279,-79.3428
SYD COLE PARK,Park,60 Eastwood Park Gdns,43.59566,-79.5341
MARIE CURTIS PARK,Park,2 Forty Second St,43.58677,-79.5421
GARNIER PARK,Park,4 Garnier Crt,43.80028,-79.3926
DALESFORD PARK,Park,255 Dalesford Rd,43.62606,-79.492
ELLESMERE RESERVOIR PARK,Park,2950 Ellesmere Rd,43.78417,-79.202
TORONTO ISLANDS - HANLAN'S POINT PARK,Park,9 Queens Quay W,43.64045,-79.3751
TORONTO ISLANDS - CENTRE ISLAND PARK,Park,9 Queens Quay W,43.64045,-79.3751
BEACH SKATEPARK,Park,1420 Lake Shore Blvd E,43.66263,-79.3163
CHARLES STREET PARKETTE,Park,83 Charles St E,43.66939,-79.3811
TORONTO ISLANDS - SNAKE ISLAND,Park,9 Queens Quay W,43.64045,-79.3751
BESTVIEW PARK,Park,115 Bestview Dr,43.80344,-79.3837
SAUNDERS CRESCENT PARKETTE,Park,620 Royal York Rd,43.62786,-79.5036
TORONTO ISLANDS - ISLAND PARK,Park,9 Queens Quay W,43.64045,-79.3751
HOLLEY PARK,Park,2335 Weston Rd,43.70595,-79.5305
MANCHESTER PARK,Park,75 Manchester St,43.6186,-79.4932
ALAN - OXFORD PARKETTE,Park,31 Alan Ave,43.62117,-79.5056
ALEXANDER PARK,Park,33 Alexander St,43.61878,-79.4884
SPADINA QUAY WETLANDS,Park,441 Queens Quay W,43.63707,-79.392
FRANKLIN PARK,Park,138 Franklin Ave,43.75517,-79.4166
SPENCER - COWAN PARKETTE,Park,80 Spencer Ave,43.63644,-79.4305
KEELE RESERVOIR,Park,4995 Keele St,43.77965,-79.494
LAWTON PARKETTE,Park,1600 Yonge St,43.69111,-79.3953
PINERY PARK,Park,78 Pinery Trl,43.80822,-79.2266
QUEENSLAND PARK,Park,65 Brawley Ave,43.62602,-79.5225
SILVERHILL PARK,Park,70 Silverhill Dr,43.63402,-79.5499
LAKESHORE BOULEVARD PARKLANDS,Park,1389 Lake Shore Blvd W,43.6339,-79.4386
SPRINGHURST PARKETTE,Park,SPRINGHURST AVE,43.6337,-79.4328
NORSEMAN HEIGHTS PARK,Park,100 Chartwell Rd,43.63325,-79.515
WENDERLY PARK,Park,89 Wenderly Dr,43.71252,-79.4477
WESTMOUNT PARK,Park,22 Arcade Dr,43.68762,-79.5185
DENFIELD PARK,Park,1496 Kipling Ave,43.67958,-79.5527
TORONTO ISLANDS - WARD'S ISLAND PARK,Park,1 Centre Island Pk,43.61522,-79.3773
QUEEN'S GREENBELT,Park,600 Queen's Dr,43.71167,-79.4866
O'SHEA WALKWAY,Park,36 O'Shea Cres,43.78547,-79.3546
SANDOWN PARK,Park,50 Natal Ave,43.71003,-79.253
JOHN TABOR PARK,Park,240 John Tabor Trl,43.80648,-79.205
CLOSE - SPRINGHURST PARKETTE,Park,70 Close Ave,43.63525,-79.4342
KINSDALE PARK,Park,3 Kinsdale Blvd,43.63581,-79.489
STADIUM ROAD PARK,Park,10 Stadium Rd,43.63303,-79.3996
OAKRIDGE PARK,Park,3459 Danforth Ave,43.69304,-79.2793
HOBART PARK,Park,39 Hobart Dr,43.78926,-79.3495
EDITHVALE PARK,Park,121 Finch Ave W,43.77721,-79.4259
DON RUSSELL MEMORIAL PARK,Park,290 Birmingham St,43.60068,-79.5206
HILLMOUNT PARKETTE,Park,393 Hillmount Ave,43.70621,-79.4517
LAMBTON PARK,Park,4100 Dundas St W,43.66345,-79.5054
PARKVIEW GARDENS,Park,4 Sandra Rd,43.70492,-79.3141
REGENT PARK,Park,600 Dundas St E,43.66056,-79.3619
JAY MACPHERSON GREEN,Park,255 Avenue Rd,43.6775,-79.3973
MEMORIAL PARK - NORTH YORK,Park,340 Chaplin Cres,43.70426,-79.4205
CATHEDRAL BLUFFS PARK,Park,24 Lyme Regis Cres,43.71864,-79.2289
MARKET GARDEN MEWS,Park,25 Market Garden Mews,43.62313,-79.513
CALEDONIA PARK,Park,1141 Caledonia Rd,43.71353,-79.4666
MONTGOMERY SQUARE PARK,Park,2384 Yonge St,43.70916,-79.3992
BESSBOROUGH PARKETTE,Park,270 Bessborough Dr,43.71182,-79.3746
JOSHUA GLOVER PARK,Park,25 Ackley Hts,43.66042,-79.5123
MANOR PARK,Park,8 Manorpark Crt,43.76861,-79.3593
SNOWELLEN AVENUE PARKETTE,Park,10 Snowellen Ave,43.62971,-79.5597
MELBOURNE AVENUE PARKETTE,Park,7 Melbourne Ave,43.64028,-79.4286
LIBERTY VILLAGE PARK,Park,70 Liberty St,43.63884,-79.4147
BICKFORD PARK,Park,400 Grace St,43.66136,-79.4183
KNOB HILL PARK,Park,625 Brimley Rd,43.7428,-79.2506
ANCASTER PARK,Park,43 Ancaster Rd,43.73325,-79.4661
CHAMPLAIN PARKETTE,Park,50 Champlain Blvd,43.73235,-79.4437
MARY HARKER PARK,Park,10 Four Leaf Dr,43.73083,-79.5929
CHELTENHAM PARK,Park,43 Mildenhall Rd,43.72636,-79.3854
JOSHUA CRONKWRIGHT PARKETTE,Park,504 Dawes Rd,43.70375,-79.2973
DUNCAN C. LITTLE PARK,Park,2532 St Clair Ave E,43.70422,-79.3203
BEATY BOULEVARD PARKETTE,Park,1575 King St W,43.6379,-79.4448
DELAHAYE PARKETTE,Park,29 Touraine Ave,43.73319,-79.4407
WILKET CREEK PARK,Park,1100 Leslie St,43.71817,-79.3519
CAMBORNE PARKETTE,Park,110 Camborne Ave,43.73347,-79.4976
MURISON PARK,Park,99 Murison Blvd,43.7978,-79.2083
WOODCLIFF GREENBELT,Park,13 Woodcliff Pl,43.73884,-79.3369
ROXTON ROAD PARKETTE,Park,45 Roxton Rd,43.65072,-79.4196
THACKERAY PARK,Park,2955 Kipling Ave,43.76068,-79.5886
BRIAR HILL - CHAPLIN PARK,Park,648 A Briar Hill Ave,43.70847,-79.4258
WESTON VILLAGE PARKETTE,Park,7 Meadow Oak Pl,43.70968,-79.5278
LITHUANIA PARK,Park,155 Oakmount Rd,43.65868,-79.464
PERTH AVENUE PARKETTE,Park,160 Perth Ave,43.6588,-79.45
LEASIDE PARK,Park,5 Leaside Park Dr,43.70233,-79.3498
MALLABY PARK,Park,2394 Weston Rd,43.70605,-79.5327
OLYMPIA PARK,Park,50 Olympia Dr,43.7046,-79.4904
HIGH LEVEL PUMPING STATION AND PARK,Park,300 Macpherson Ave,43.67725,-79.4021
ERWIN KRICKHAHN PARK,Park,121 Rankin Cres,43.65929,-79.4462
HALBERT PARK,Park,24 Rockwood Dr,43.7296,-79.2301
BAYVIEW PARKETTE,Park,502 Sheppard Ave E,43.76678,-79.3885
TRUDELLE STREET PARK,Park,55 Trudelle St,43.73947,-79.2421
GLEN RAVINE PARK,Park,50 Gilder Dr,43.73705,-79.2553
WARNER PARK,Park,75 Warner Ave,43.72438,-79.3063
WOODROW PARK,Park,260 Aylesworth Ave,43.70513,-79.2623
LAWREN HARRIS SQUARE,Park,150 Bayview Ave,43.65496,-79.3541
CLIFFSIDE RAVINE,Park,10 Delano Pl,43.704,-79.2474
TWELFTH STREET PARKETTE,Park,1 Twelfth St,43.59439,-79.5087
WILDWOOD CRESCENT PLAYGROUND,Park,110 Wildwood Cres,43.68104,-79.3131
DUNFIELD PARK,Park,25 Dunfield Ave,43.70534,-79.3943
FRED HAMILTON PLAYGROUND,Park,155 Roxton Rd,43.65274,-79.4204
ED AND ANNE MIRVISH PARKETTE,Park,843 Bathurst St,43.66662,-79.4116
CHESTNUT HILLS PARK,Park,1391 Islington Ave,43.65557,-79.5275
LITTLE TRINITY CHURCH LANDS,Park,417 King St E,43.65277,-79.3626
BELLEVUE SQUARE PARK,Park,5 Bellevue Ave,43.65373,-79.4019
RITCHIE AVENUE PARKETTE,Park,77 Ritchie Ave,43.6539,-79.449
GRANGE PARK,Park,26 Grange Rd,43.65244,-79.3915
ELWARD - MANSION PARKETTE,Park,35 Mansion Ave,43.69116,-79.2811
BROOKFIELD PARKETTE,Park,27 Brookfield Rd,43.74117,-79.4008
DOWNSVIEW DELLS PARK,Park,2515 Jane St,43.73335,-79.5092
WILSON HEIGHTS PARK,Park,325 Wilson Heights Blvd,43.74114,-79.4512
SUNNYLEA PARK,Park,195 Prince Edward Dr S,43.6416,-79.5017
MASARYK PARK,Park,212 Cowan Ave,43.64021,-79.4331
COE HILL DRIVE PARKETTE,Park,110 Coe Hill Dr,43.64129,-79.4742
RIVERDALE PARK EAST,Park,550 Broadview Ave,43.67083,-79.3546
BARTLETT PARKETTE,Park,160 Geary Ave,43.67023,-79.4363
GLENELLEN PARKETTE,Park,63 Glenellen Dr E,43.64041,-79.4955
GATEWAY PARK,Park,40 Liberty St,43.63926,-79.4118
SMITHWOOD PARK,Park,79 Smithwood Dr,43.64084,-79.5509
PETER STREET BASIN PARK,Park,370 Queens Quay W,43.6382,-79.3904
BARKDENE PARK,Park,50 Barkdene Hills,43.71683,-79.234
NORTH PARK,Park,587 Rustic Rd,43.72013,-79.4731
SPENVALLEY PARK,Park,130 Spenvalley Dr,43.74417,-79.5058
FINCH - ISLINGTON PARK,Park,2750 Islington Ave,43.74534,-79.5695
ETOBICOKE VALLEY PARK,Park,615 Horner Ave,43.59968,-79.5536
REGENT PARK ATHLETIC GROUNDS,Park,480 Shuter St,43.65857,-79.3594
JORDON CARTER MEMORIAL PARK,Park,160 Eighth St,43.60259,-79.5078
DIANA PARK,Park,46 A Diana Dr,43.74118,-79.4889
PAUL MARTEL PARK,Park,10 Madison Ave,43.66754,-79.4032
JUNE CALLWOOD PARK,Park,636 Fleet St,43.63676,-79.404
CEDARVALE RAVINE,Park,1611 Bathurst St,43.69007,-79.4207
CEDARVALE PARK,Park,443 Arlington Ave,43.69129,-79.4326
NORTH YORK ROSE GARDEN,Park,4 Park Home Ave,43.76942,-79.4134
SIR ADAM BECK PARK,Park,55 Eltham Dr,43.60301,-79.5482
MUIR PARK,Park,66 Martindale Rd,43.73463,-79.2285
TORONTO METROPOLITAN UNIVERSITY SQUARE,Park,25 Gould St,43.6576,-79.3798
LILLIAN H. SMITH PARK,Park,180 Huron St,43.65773,-79.3983
GRAND AVENUE PARK,Park,1 Grand Ave,43.62208,-79.4917
WESTVIEW GREENBELT,Park,20 A Nordale Cres,43.7018,-79.4913
LESSARD PARK,Park,52 Lessard Ave,43.65426,-79.4899
CONSTABLE PERCY CUMMINS PARKETTE,Park,235 Connolly St,43.67182,-79.4614
MUNICIPAL PARK,Park,25 Ansell Ave,43.59312,-79.5424
INGLEWOOD PARKETTE,Park,135 St Clair Ave E,43.68906,-79.388
MOURNING DOVE PARK,Park,98 Mourning Dove Cres,43.81554,-79.2249
RAVENSCREST PARK,Park,305 Martin Grove Rd,43.65875,-79.5552
Cecil Community Centre,Community Centre,58 Cecil St,43.65647,-79.3986
DUFFERIN GROVE PARK,Park,875 Dufferin St,43.65704,-79.4336
JULIUS DEUTSCH PARK,Park,40 Cecil St,43.65671,-79.3974
BRIGHT STREET PLAYGROUND,Park,50 Bright St,43.65622,-79.3597
CHELSEA AVENUE PLAYGROUND,Park,103 Chelsea Ave,43.65742,-79.4558
RICHVIEW PARK,Park,555 Martin Grove Rd,43.67716,-79.5638
PRINCE OF WALES PARK,Park,1 Third St,43.59893,-79.4991
LABURNHAM PARK,Park,60 Laburnham Ave,43.59958,-79.5281
FAIRFORD AVENUE PARKETTE,Park,68 Fairford Ave,43.67524,-79.3206
TURNBERRY SOUTH PARK,Park,31 Alentejo St,43.67676,-79.4658
SUGAR BEACH PARK,Park,11 Dockside Dr,43.64357,-79.3675
STANLEY PARK NORTH - TORONTO,Park,890 King St W,43.64278,-79.4096
WALLER AVENUE RAVINE LANDS,Park,103 Morningside Ave,43.64438,-79.4799
MCGREGOR PARK,Park,2231 Lawrence Ave E,43.74764,-79.2802
ELIE WIESEL PARK,Park,30 Palm Dr,43.74609,-79.4378
WEMBLEY PARKETTE,Park,9 Park Rd,43.67187,-79.3846
BIIDAASIGE PARK,Park,51 COMMISSIONERS ST,43.6463,-79.3497
MICHAEL FELDMAN PARKETTE,Park,576 Wilson Heights Blvd,43.75474,-79.4598
BAYVIEW - YORK MILLS PARKETTE,Park,320 York Mills Rd,43.74923,-79.3836
ELLISON PARK,Park,50 Yeomans Rd,43.74932,-79.4413
BELL MANOR PARK,Park,1 Bayside Lane,43.63769,-79.4925
PAUL E. GARFINKEL PARK,Park,1071 Queen St W,43.64348,-79.4214
WEDGEWOOD PARK - ETOBICOKE,Park,15 Swan Ave,43.64505,-79.5478
BLOOR - BEDFORD PARKETTE,Park,248 Bloor St W,43.66822,-79.3981
JIMMIE SIMPSON PARK,Park,870 Queen St E,43.66045,-79.3453
EGLINTON PARK,Park,200 Eglinton Ave W,43.70611,-79.4046
LAWRENCE PARK RAVINE,Park,61 ALEXANDER MUIR RD,43.72055,-79.3984
CANON JACKSON PARK,Park,80 Canon Jackson Dr,43.69824,-79.4721
MONTCLAIR AVENUE PARKETTE,Park,48 Montclair Ave,43.68794,-79.4123
BERT ROBINSON PARK,Park,400 Caledonia Rd,43.68792,-79.4605
WESTWOOD PARK,Park,994 Carlaw Ave,43.6867,-79.3507
BALMY BEACH PARK,Park,1 Beech Ave,43.67056,-79.2867
HANEY PARK,Park,10 Haney Ave,43.67409,-79.4954
JOSEPH BURR TYRRELL PARK,Park,10 Dalton Rd,43.66667,-79.4071
PINE POINT PARK,Park,4 Conan Rd,43.71163,-79.5491
ALEXANDER STREET PARKETTE,Park,16 Alexander St,43.66339,-79.3829
ASHBRIDGES BAY PARK,Park,1561 Lake Shore Blvd E,43.66215,-79.3135
PERTH SQUARE PARK,Park,350 Perth Ave,43.66412,-79.4523
JOHN CHANG NEIGHBOURHOOD PARK,Park,50 Colgate Ave,43.66212,-79.3421
GEORGE MILBRANDT PARKETTE,Park,3101 Yonge St,43.72536,-79.4019
BIRMINGHAM STREET PARKETTE,Park,265 TWELFTH ST,43.60177,-79.5114
24 DEWHURST BOULEVARD PARK,Park,24 Dewhurst Blvd,43.68074,-79.34
STEPHENSON PARK,Park,61 Stephenson Ave,43.68645,-79.3036
REAN DRIVE PARKETTE,Park,28 Rean Dr,43.76755,-79.3833
NORTHUMBERLAND PLAYGROUND,Park,770 Ossington Ave,43.6628,-79.4264
DENNIS FLYNN PARK,Park,370 The West Mall,43.6417,-79.566
LAMPORT STADIUM PARK,Park,1155 King St W,43.63902,-79.4232
MOUNT ROYAL PARKETTE,Park,49 Mount Royal Ave,43.67655,-79.4325
DELO PARK,Park,26 Joyce Pkwy,43.70978,-79.4638
ORCHARD PARK,Park,1987 Dundas St E,43.66897,-79.3145
GEORGE HISLOP PARK,Park,20 Isabella St,43.66798,-79.3848
LITTLE NORWAY PARK,Park,659 Queens Quay W,43.63523,-79.3988
UPPER JUNCTION PARK,Park,85 Birdstone Cres,43.67463,-79.4689
WILLIAMSON PARK RAVINE,Park,1680 Gerrard St E,43.67632,-79.3174
CAWTHRA PLAYGROUND,Park,355 Albany Ave,43.67601,-79.4141
ONTARIO STREET PARKETTE,Park,227 Ontario St,43.65757,-79.3677
MORSE STREET PLAYGROUND,Park,76 Morse St,43.65689,-79.34
MILL VALLEY PARK,Park,412 Mill Rd,43.6434,-79.5878
SCARLETT - ST. CLAIR PARKETTE,Park,2750 St Clair Ave W,43.66638,-79.499
HUMBER VALLEY Outdoor Rink,Park,50 Anglesey Blvd,43.66419,-79.5249
SALLY BIRD PARK,Park,194 Brunswick Ave,43.66289,-79.4066
SALEM PARKETTE,Park,9 Salem Ave,43.66131,-79.4316
DUNCAN CREEK PARK,Park,110 Cliffwood Rd,43.80547,-79.361
PERCY PARK,Park,12 Percy St,43.65509,-79.3576
TWENTY EIGHTH STREET PARK,Park,123 Lake Promenade,43.59028,-79.5252
MAURICE J. BREEN PARK,Park,26 Forty Third St,43.58997,-79.5473
LARRATT PARKETTE,Park,221 A Forest Hill Rd,43.69914,-79.4098
PRAIRIE DRIVE PARK,Park,101 Pharmacy Ave,43.69725,-79.284
BIRCHMOUNT PARK,Park,95 Birchmount Rd,43.69572,-79.2632
DE GRASSI ST PARKETTE,Park,125 De Grassi St,43.66304,-79.3469
DANFORTH GARDENS PARK,Park,498 Birchmount Rd,43.70865,-79.2691
SADLER PARKETTE,Park,5 Sadler Dr,43.70917,-79.2683
RICARDO PARKETTE,Park,180 Maple Leaf Dr,43.7116,-79.4972
SILVER CREEK PARK,Park,44 Strathdee Dr,43.68184,-79.5452
CARLAW AVENUE PARKETTE,Park,805 Carlaw Ave,43.67927,-79.3473
WYCHWOOD BARNS PARK,Park,76 Wychwood Ave,43.67989,-79.4229
LOGAN AVENUE PARKETTE,Park,916 Logan Ave,43.67873,-79.35
LITTLE YORK PARKETTE,Park,58 Norwood Ter,43.68535,-79.3009
EGLINTON FLATS,Park,101 Emmett Ave,43.68595,-79.5057
GLENN GOULD PARK,Park,480 Avenue Rd,43.68683,-79.4019
WESTWAY PARK,Park,175 The Westway,43.68867,-79.5417
LEDBURY PARK,Park,160 Ledbury St,43.72793,-79.4245
DUNDAS - WATKINSON PARKETTE,Park,2742 Dundas St W,43.66528,-79.4606
DELL PARK,Park,50 Dell Park Ave,43.71698,-79.4338
WARDEN WOODS PARK,Park,125 Pharmacy Ave,43.69787,-79.2854
KELSONIA PARKETTE,Park,167 Midland Ave,43.71044,-79.2476
CHARLOTTE MAHER PARK,Park,550 Roehampton Ave,43.71173,-79.3809
MONTAGUE PARKETTE,Park,30 Homewood Ave,43.66382,-79.375
THOROGOOD GARDENS,Park,53 Allen Ave,43.66337,-79.3496
RAYMORE PARK,Park,95 Raymore Dr,43.6966,-79.5151
WIMBLETON ROAD SOUTH PARKETTE,Park,60 Wimbleton Rd,43.66074,-79.5241
SUSAN TIBALDI PARKETTE,Park,620 Brock Ave,43.65966,-79.4392
SAULTER STREET PARKETTE,Park,25 Saulter St,43.65754,-79.3465
JEFF HEALEY PARK,Park,1 Delroy Dr,43.63064,-79.4956
SEVILLE AVENUE PARKETTE,Park,10 Seville Ave,43.63204,-79.5607
DUNDAS PARKETTE,Park,155 Boulton Ave,43.66343,-79.348
HILLHURST PARKETTE,Park,254 Hillhurst Blvd,43.70909,-79.4271
MATT COHEN PARK,Park,725 Spadina Ave,43.66666,-79.4032
DUNCAIRN PARK,Park,71 Duncairn Rd,43.74102,-79.3506
BAYHAMPTON PARKETTE,Park,7 Bayhampton Crt,43.7685,-79.4577
DON MILLS LOCAL PARK,Park,69 The Donway W,43.73211,-79.3447
ROSA AND SPENCER CLARK PARKETTE,Park,61 Guildwood Pkwy,43.7461,-79.2025
BISHOP PARK,Park,45 Bishop Ave,43.78219,-79.4128
LESCON PARK,Park,67 Nymark Ave,43.78037,-79.3601
CORVETTE PARK,Park,40 Corvette Ave,43.72691,-79.2594
DEANVAR PARKETTE,Park,45 Deanvar Ave,43.74728,-79.3085
IRVING PAISLEY PARK,Park,2539 A Bayview Ave,43.74709,-79.3835
LONGWOOD PARK,Park,38 Longwood Dr,43.74804,-79.3625
ELLESMERE PARK,Park,20 Canadian Rd,43.76099,-79.2986
COSBURN PARK,Park,115 Roosevelt Rd,43.69283,-79.3306
