Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood
Lawrence Ave West at Grey Rd,3,,,43.72175,-79.4183,,0,
Lawrence Ave West at Hickory Tree Rd,3,,,43.69906,-79.5201,,0,
Lawrence Ave West at Jane St,3,,,43.70274,-79.5042,,0,
Lawrence Ave West at Jane St,3,,,43.70302,-79.5034,,0,
Lawrence Ave West at Jedburgh Rd,3,,,43.72451,-79.4055,,0,
Lawrence Ave West at Keele St,3,,,43.70901,-79.4776,,0,
Lawrence Ave West at Keele St East Side,3,,,43.70882,-79.4774,,0,
Lawrence Ave West at Kimbark Blvd,3,,,43.72157,-79.4185,,0,
Lawrence Ave West at Ledbury St,3,,,43.7207,-79.4226,,0,
Lawrence Ave West at Ledbury St,3,,,43.72092,-79.4223,,0,
Lawrence Ave West at Little Ave,3,,,43.69938,-79.5197,,0,
Lawrence Ave West at Lorindale Ave,3,,,43.72492,-79.4035,,0,
Lawrence Ave West at Lorindale Ave East Side,3,,,43.7247,-79.4037,,0,
Lawrence Ave West at Marlee Ave,3,,,43.71543,-79.4468,,0,
Lawrence Ave West at Marlee Ave West Side,3,,,43.71559,-79.4471,,0,
Lawrence Ave West at Olympia Dr East Side,3,,,43.70543,-79.4913,,0,
Lawrence Ave West at Pimlico Rd,3,,,43.70739,-79.4825,,0,
Lawrence Ave West at Pimlico Rd West Side,3,,,43.70756,-79.4827,,0,
Lawrence Ave West at Pine St,3,,,43.70186,-79.5084,,0,
Lawrence Ave West at Pine St,3,,,43.7021,-79.5081,,0,
Lawrence Ave West at Ralph St - Weston GO Station,3,,,43.70109,-79.5117,,0,
Lawrence Ave West at Ralph St West Side,3,,,43.70106,-79.5126,,0,
Lawrence Ave West at Rosewell Ave East Side,3,,,43.72268,-79.4132,,0,
Lawrence Ave West at Roxaline St,3,,,43.6967,-79.5298,,0,
Lawrence Ave West at Roxaline St,3,,,43.6969,-79.5295,,0,
Lawrence Ave West at Royal York Rd,3,,,43.69629,-79.5325,,0,
Lawrence Ave West at Royal York Rd East Side,3,,,43.69618,-79.5322,,0,
Lawrence Ave West at Sage Ave,3,,,43.71209,-79.4633,,0,
Lawrence Ave West at Sage Ave,3,,,43.71238,-79.4631,,0,
Lawrence Ave West at Scarlett Rd,3,,,43.69804,-79.5234,,0,
Lawrence Ave West at Scarlett Rd,3,,,43.69831,-79.5231,,0,
Lawrence Ave West at Scarlett Rd East Side,3,,,43.69838,-79.5223,,0,
Lawrence Ave West at Varna Dr West Side,3,,,43.71754,-79.4379,,0,
Lawrence Ave West at Via Bagnato,3,,,43.71448,-79.4522,,0,
Lawrence Ave West at Welland Rd,3,,,43.72007,-79.4263,,0,
Lawrence Ave West at Weston Rd,3,,,43.69992,-79.5168,,0,
Lawrence Ave West at Weston Rd West Side,3,,,43.70002,-79.517,,0,
Lawrence Ave West at Weston Rd - Weston GO Station,3,,,43.70028,-79.516,,0,
Lawrence Ave West at Westona St East Side,3,,,43.69728,-79.527,,0,
Lawrence Ave West at Westona St West Side,3,,,43.69726,-79.5279,,0,
Lawrence Station at Bus Bay 1,3,,,43.72525,-79.4022,,0,
Lawrence Station at Bus Bay 2,3,,,43.72556,-79.4024,,0,
Lawrence West Station,3,,,43.71605,-79.4441,,0,
Lawrence West Station,3,,,43.71605,-79.4444,,0,
Lawrence West Station at Bus Bay 3,3,,,43.71559,-79.4441,,0,
Lawrence West Station at Bus Bay 4,3,,,43.7155,-79.4443,,0,
Lawrence West Station at Bus Bay 5,3,,,43.7155,-79.4446,,0,
Martin Grove Rd at Tollington Rd,3,,,43.68668,-79.5688,,0,
Morning Star Dr at Airport Rd East Side,3,,,43.70999,-79.6498,,0,
Morning Star Dr at Cambrett Dr,3,,,43.71728,-79.6452,,0,
Morning Star Dr at Cambrett Dr,3,,,43.71768,-79.6453,,0,
Morning Star Dr at Catalpa Rd,3,,,43.71975,-79.6432,,0,
Morning Star Dr at Catalpa Rd,3,,,43.72015,-79.643,,0,
Morning Star Dr at Collett Rd,3,,,43.71038,-79.6496,,0,
Morning Star Dr at Goreway Dr,3,,,43.72061,-79.6422,,0,
Morning Star Dr at Lancaster Ave,3,,,43.71276,-79.6474,,0,
Morning Star Dr at Manion Rd,3,,,43.71257,-79.6477,,0,
Morning Star Dr at Netherwood Rd,3,,,43.71599,-79.6459,,0,
Morning Star Dr at Netherwood Rd,3,,,43.71631,-79.6459,,0,
Morning Star Dr at Reindeer Dr,3,,,43.71464,-79.6465,,0,
Morning Star Dr at Reindeer Dr West Side,3,,,43.71413,-79.647,,0,
Opposite 327 Dixon Rd,3,,,43.69524,-79.5552,,0,
Opposite 950 Dixon Rd,3,,,43.68651,-79.5983,,0,
Pearson Airport Terminal 1 (Ground Level Column R4),3,,,43.68174,-79.611,,0,
Pearson Airport Terminal 3 (Arrivals Level Columns C8-C12),3,,,43.68681,-79.6209,,0,
Royal York Rd at The Westway South Side,3,,,43.69578,-79.5327,,0,
Scarlett Rd at Dixon Rd East Side,3,,,43.70112,-79.5276,,0,
Scarlett Rd at Lockheed Blvd,3,,,43.69984,-79.5253,,0,
Scarlett Rd at Lockheed Blvd North Side,3,,,43.69999,-79.5252,,0,
The Westway at Brampton Rd,3,,,43.68464,-79.5611,,0,
The Westway at Brampton Rd West Side,3,,,43.68475,-79.5613,,0,
The Westway at Brougham Cres,3,,,43.68648,-79.5525,,0,
The Westway at Callowhill Dr East Side,3,,,43.684,-79.5638,,0,
The Westway at Celestine Dr East Side,3,,,43.68528,-79.5565,,0,
The Westway at Celestine Dr West Side,3,,,43.68545,-79.5573,,0,
The Westway at Epping St,3,,,43.68811,-79.5459,,0,
The Westway at Fulford Pl,3,,,43.6865,-79.552,,0,
The Westway at Hartsdale Dr,3,,,43.68807,-79.5449,,0,
The Westway at Islington Ave,3,,,43.68846,-79.5431,,0,
The Westway at Islington Ave,3,,,43.68878,-79.5426,,0,
The Westway at Kipling Ave,3,,,43.6858,-79.5545,,0,
The Westway at Kipling Ave East Side,3,,,43.68565,-79.5542,,0,
The Westway at Martin Grove Rd,3,,,43.68349,-79.5669,,0,
The Westway at Martin Grove Rd East Side,3,,,43.68337,-79.5666,,0,
The Westway at Royal York Rd,3,,,43.696,-79.5329,,0,
The Westway at Sandwell Dr,3,,,43.68397,-79.5647,,0,
The Westway at Sun Row Dr,3,,,43.68932,-79.5407,,0,
The Westway at Sun Row Dr East Side,3,,,43.68922,-79.5405,,0,
The Westway at Trehorne Dr,3,,,43.691,-79.5362,,0,
The Westway at Trehorne Dr,3,,,43.69136,-79.5361,,0,
The Westway at Trio Ave,3,,,43.69438,-79.5349,,0,
The Westway at Trio Ave East Side,3,,,43.69456,-79.5348,,0,
The Westway at Wincott Dr,3,,,43.68752,-79.5496,,0,
The Westway at Wincott Dr East Side,3,,,43.68738,-79.5494,,0,
Victory Cres at McNaughton Ave,3,,,43.70872,-79.6448,,0,
Waterbury Dr at Clarion Rd,3,,,43.68502,-79.5712,,0,
Waterbury Dr at Martin Grove Rd,3,,,43.68767,-79.5693,,0,
Waterbury Dr at Redgrave Dr North Side,3,,,43.68321,-79.5699,,0,
Westwood Square Bus Terminal at Morning Star Dr,3,,,43.72173,-79.6407,,0,
150 Staines Rd West Side,3,,,43.82296,-79.219,,0,
3160 Steeles Ave East,3,,,43.81518,-79.3438,,0,
3381 Steeles Ave East,3,,,43.81478,-79.3442,,0,
5671 Steeles Ave East,3,,,43.83318,-79.2653,,0,
5799 Yonge St,3,,,43.78505,-79.4167,,0,
5800 Yonge St,3,,,43.78411,-79.4168,,0,
Finch Station at Bus Bay 11,3,,,43.78073,-79.4147,,0,
Morningside Ave at Passmore Ave,3,,,43.83349,-79.2411,,0,
Morningside Ave at Passmore Ave - Amazon Fulfillment Centre,3,,,43.83579,-79.2421,,0,
Morningside Ave at Plantain Way,3,,,43.82109,-79.2263,,0,
Morningside Ave at Staines Rd North Side,3,,,43.81973,-79.2219,,0,
Morningside Ave at Walkway to Raponi Cir,3,,,43.82655,-79.2329,,0,
Nightstar Rd at Morningside Ave North Side,3,,,43.8234,-79.2305,,0,
Oasis Blvd at Seasons Dr,3,,,43.82903,-79.2337,,0,
Seasons Dr at Canoe Cres (West),3,,,43.82927,-79.2283,,0,
Staines Rd at Boulderbrook Dr,3,,,43.83304,-79.225,,0,
Staines Rd at Hepatica St,3,,,43.8349,-79.2298,,0,
Staines Rd at Hepatica St,3,,,43.83486,-79.2302,,0,
Staines Rd at Mantis Rd,3,,,43.82159,-79.2203,,0,
Staines Rd at Palk Lane North Side,3,,,43.84011,-79.232,,0,
Staines Rd at Point Rouge Trail,3,,,43.82556,-79.2205,,0,
Staines Rd at Quietbrook Cres (North),3,,,43.8387,-79.2323,,0,
Staines Rd at Quietbrook Cres (South),3,,,43.83715,-79.2316,,0,
Staines Rd at Rivendell Trail,3,,,43.83328,-79.225,,0,
Staines Rd at Seasons Dr North Side,3,,,43.83086,-79.2238,,0,
Staines Rd at Seasons Dr South Side,3,,,43.83015,-79.2236,,0,
Staines Rd at Solstice Dr,3,,,43.83663,-79.2316,,0,
Staines Rd at Warbler Cir,3,,,43.82671,-79.2217,,0,
Steeles Ave E at Fenton Rd West Side,3,,,43.82723,-79.2921,,0,
Steeles Ave E at McCowan Rd West Side,3,,,43.83086,-79.2764,,0,
Steeles Ave East at Ashcott St,3,,,43.82701,-79.2921,,0,
Steeles Ave East at Bayview Ave,3,,,43.80292,-79.3974,,0,
Steeles Ave East at Bayview Ave West Side,3,,,43.80305,-79.3976,,0,
Steeles Ave East at Bestview Dr,3,,,43.80629,-79.3832,,0,
Steeles Ave East at Bestview Dr East Side,3,,,43.80606,-79.383,,0,
Steeles Ave East at Birchmount Rd,3,,,43.82158,-79.3167,,0,
Steeles Ave East at Birchmount Rd,3,,,43.8212,-79.3171,,0,
Steeles Ave East at Bluffwood Dr,3,,,43.80755,-79.3762,,0,
Steeles Ave East at Brimley Rd,3,,,43.82845,-79.2868,,0,
Steeles Ave East at Brimley Rd,3,,,43.82806,-79.2875,,0,
Steeles Ave East at Conacher Dr,3,,,43.80237,-79.4008,,0,
Steeles Ave East at Conacher Dr,3,,,43.80212,-79.401,,0,
Steeles Ave East at Don Mills Rd,3,,,43.81136,-79.3606,,0,
Steeles Ave East at Don Mills Rd East Side,3,,,43.81125,-79.36,,0,
Steeles Ave East at Dudley Ave,3,,,43.79882,-79.417,,0,
Steeles Ave East at Dumont St,3,,,43.79857,-79.4172,,0,
Steeles Ave East at Eastvale Rd,3,,,43.83816,-79.245,,0,
Steeles Ave East at Esna Park Dr,3,,,43.81711,-79.336,,0,
Steeles Ave East at Fairway Heights Dr,3,,,43.80788,-79.3759,,0,
Steeles Ave East at Ferrier St,3,,,43.81863,-79.3295,,0,
Steeles Ave East at Ferrier St East Side,3,,,43.81843,-79.3293,,0,
Steeles Ave East at Firebrace Rd,3,,,43.81768,-79.3323,,0,
Steeles Ave East at Firebrace Rd West Side,3,,,43.81786,-79.3328,,0,
Steeles Ave East at Henderson Ave,3,,,43.80119,-79.4062,,0,
Steeles Ave East at Hillcroft Dr,3,,,43.82998,-79.2802,,0,
Steeles Ave East at Jewell St,3,,,43.79997,-79.4117,,0,
Steeles Ave East at Kelvin Grove Ave,3,,,43.82231,-79.3124,,0,
Steeles Ave East at Kennedy Rd,3,,,43.8239,-79.3068,,0,
Steeles Ave East at Kennedy Rd,3,,,43.82349,-79.3073,,0,
Steeles Ave East at Laureleaf Rd,3,,,43.80572,-79.3857,,0,
Steeles Ave East at Laureleaf Rd,3,,,43.80543,-79.3859,,0,
Steeles Ave East at Leslie St,3,,,43.80869,-79.3724,,0,
Steeles Ave East at Leslie St,3,,,43.80823,-79.3729,,0,
Steeles Ave East at Lillian St East Side,3,,,43.79978,-79.4115,,0,
Steeles Ave East at Markham Rd,3,,,43.83639,-79.2516,,0,
Steeles Ave East at Markham Rd West Side,3,,,43.83651,-79.2522,,0,
Steeles Ave East at Marydale Ave,3,,,43.83606,-79.2541,,0,
Steeles Ave East at Marydale Ave,3,,,43.8357,-79.2546,,0,
Steeles Ave East at Maxome Ave,3,,,43.80095,-79.4064,,0,
Steeles Ave East at McCowan Rd,3,,,43.83084,-79.2755,,0,
Steeles Ave East at Middlefield Rd,3,,,43.83292,-79.2676,,0,
Steeles Ave East at Middlefield Rd,3,,,43.83251,-79.2681,,0,
Steeles Ave East at Midland Ave,3,,,43.8261,-79.2971,,0,
Steeles Ave East at Midland Ave East Side,3,,,43.82593,-79.2969,,0,
Steeles Ave East at Milliken Go Station,3,,,43.82493,-79.3021,,0,
Steeles Ave East at Milliken Go Station,3,,,43.82458,-79.3026,,0,
Steeles Ave East at Morningside Ave,3,,,43.83822,-79.2439,,0,
Steeles Ave East at Mountcastle Gate,3,,,43.82074,-79.3203,,0,
Steeles Ave East at Mountcastle Gate,3,,,43.82039,-79.3206,,0,
Steeles Ave East at Old English Lane,3,,,43.80416,-79.3925,,0,
Steeles Ave East at Old Kennedy Rd,3,,,43.82548,-79.2998,,0,
Steeles Ave East at Opposite Walkway to Dairis Cres,3,,,43.82896,-79.2835,,0,
Steeles Ave East at Opposite Walkway to Enchanted Hills Cres,3,,,43.8306,-79.2776,,0,
Steeles Ave East at Opposite Walkway to Irenemount Cres,3,,,43.83491,-79.2579,,0,
Steeles Ave East at Opposite Walkway to Norn Cres,3,,,43.83213,-79.2698,,0,
Steeles Ave East at Opposite Walkway to Whitman St,3,,,43.80052,-79.4092,,0,
Steeles Ave East at Pharmacy Ave,3,,,43.81663,-79.3368,,0,
Steeles Ave East at Putnam Gate,3,,,43.8227,-79.3119,,0,
Steeles Ave East at Redlea Ave,3,,,43.82393,-79.3053,,0,
Steeles Ave East at Shadlock St,3,,,43.83449,-79.2609,,0,
Steeles Ave East at Shadlock St,3,,,43.83408,-79.2614,,0,
Steeles Ave East at Silver Star Blvd,3,,,43.82507,-79.3004,,0,
Steeles Ave East at Staines Rd,3,,,43.84073,-79.2328,,0,
Steeles Ave East at Strawberry Hills Dr,3,,,43.82966,-79.2805,,0,
Steeles Ave East at Tapscott Rd,3,,,43.83706,-79.2487,,0,
Steeles Ave East at Tarbert Rd,3,,,43.80408,-79.3921,,0,
Steeles Ave East at Townsend Rd,3,,,43.81174,-79.3577,,0,
Steeles Ave East at Townsend Rd West Side,3,,,43.81194,-79.358,,0,
Steeles Ave East at Victoria Park Ave,3,,,43.81538,-79.3418,,0,
Steeles Ave East at Victoria Park Ave West Side,3,,,43.81558,-79.3422,,0,
Steeles Ave East at Waggoners Wells Lane,3,,,43.81016,-79.3657,,0,
Steeles Ave East at Waggoners Wells Lane,3,,,43.80991,-79.3661,,0,
Steeles Ave East at Walkway to Dairis Cres,3,,,43.82925,-79.2835,,0,
Steeles Ave East at Walkway to Enchanted Hills Cres,3,,,43.83028,-79.2778,,0,
Steeles Ave East at Walkway to Irenemount Cres,3,,,43.83524,-79.2575,,0,
Steeles Ave East at Walkway to Joycedale St,3,,,43.83368,-79.2643,,0,
Steeles Ave East at Walkway to Norn Cres,3,,,43.83232,-79.27,,0,
Steeles Ave East at Walkway to Whitman St,3,,,43.80024,-79.4094,,0,
Steeles Ave East at Warden Ave,3,,,43.81985,-79.3241,,0,
Steeles Ave East at Warden Ave,3,,,43.81943,-79.3247,,0,
Steeles Ave East at Willowdale Ave,3,,,43.79939,-79.4143,,0,
Steeles Ave East at Willowdale Ave,3,,,43.79913,-79.4146,,0,
Steeles Ave East at Woodbine Ave,3,,,43.81418,-79.3483,,0,
Steeles Ave East at Woodbine Ave,3,,,43.81371,-79.3489,,0,
Tapscott Rd at Select Ave,3,,,43.83352,-79.2468,,0,
Yonge St at Athabaska Ave,3,,,43.79568,-79.4196,,0,
Yonge St at Athabaska Ave,3,,,43.79529,-79.4192,,0,
Yonge St at Bishop Ave North Side,3,,,43.78249,-79.416,,0,
Yonge St at Cummer Ave,3,,,43.78694,-79.4171,,0,
Yonge St at Drewry Ave,3,,,43.78715,-79.4175,,0,
Yonge St at Madawaska Ave,3,,,43.79366,-79.4188,,0,
Yonge St at Moore Park Ave,3,,,43.79397,-79.4192,,0,
Yonge St at Patricia Ave,3,,,43.79043,-79.4183,,0,
Yonge St at Patricia Ave,3,,,43.78997,-79.4178,,0,
Yonge St at Steeles Ave East,3,,,43.79788,-79.4198,,0,
Yonge St at Steeles Ave West South Side,3,,,43.79729,-79.4201,,0,
2216 Lawrence Ave East,3,,,43.74872,-79.2795,,0,
2231 Lawrence Ave East,3,,,43.74843,-79.2798,,0,
255 Morningside Ave,3,,,43.76995,-79.1865,,0,
4121 Lawrence Ave East,3,,,43.76671,-79.1932,,0,
Don Mills Rd at Barber Greene Rd South Side,3,,,43.72724,-79.3409,,0,
Don Mills Rd at Clock Tower Rd,3,,,43.73428,-79.3425,,0,
Don Mills Rd at Clock Tower Rd,3,,,43.73468,-79.3429,,0,
Don Mills Rd at Green Belt Dr North Side,3,,,43.72749,-79.3406,,0,
Don Mills Rd at Lawrence Ave East,3,,,43.7368,-79.3431,,0,
Don Mills Rd at Lawrence Ave East South Side,3,,,43.73663,-79.3434,,0,
Don Mills Rd at The Donway East (South) North Side,3,,,43.73264,-79.342,,0,
Don Mills Rd at The Donway West (South),3,,,43.73234,-79.3423,,0,
Don Valley Station at Bus Bay 3,3,,,43.7216,-79.3377,,0,
Lawrence Ave E at Valparaiso Ave Scarborough General Hospita,3,,,43.75514,-79.2469,,0,
Lawrence Ave East at Barrymore Rd,3,,,43.75413,-79.2517,,0,
Lawrence Ave East at Barrymore Rd,3,,,43.75445,-79.2513,,0,
Lawrence Ave East at Bathgate Dr West Side,3,,,43.77643,-79.1509,,0,
Lawrence Ave East at Beechgrove Dr,3,,,43.7737,-79.162,,0,
Lawrence Ave East at Beechgrove Dr West Side,3,,,43.77395,-79.1622,,0,
Lawrence Ave East at Bellamy Rd North,3,,,43.75751,-79.2356,,0,
Lawrence Ave East at Bellamy Rd North West Side,3,,,43.75775,-79.2357,,0,
Lawrence Ave East at Ben Stanton Blvd,3,,,43.75725,-79.2381,,0,
Lawrence Ave East at Ben Stanton Blvd East Side,3,,,43.75696,-79.2382,,0,
Lawrence Ave East at Bennett Rd,3,,,43.77304,-79.166,,0,
Lawrence Ave East at Bennett Rd,3,,,43.77272,-79.1667,,0,
Lawrence Ave East at Birchmount Rd,3,,,43.74729,-79.2851,,0,
Lawrence Ave East at Birchmount Rd,3,,,43.74768,-79.2846,,0,
Lawrence Ave East at Bridgeport Dr,3,,,43.77848,-79.141,,0,
Lawrence Ave East at Brimley Rd,3,,,43.75332,-79.2556,,0,
Lawrence Ave East at Brimley Rd West Side,3,,,43.75355,-79.2558,,0,
Lawrence Ave East at Brockley Dr,3,,,43.75221,-79.2624,,0,
Lawrence Ave East at Brockley Dr East Side,3,,,43.75215,-79.2614,,0,
Lawrence Ave East at Burnview Cres East Side,3,,,43.75665,-79.2397,,0,
Lawrence Ave East at Burnview Cres West Side,3,,,43.75653,-79.2414,,0,
Lawrence Ave East at Carnforth Rd,3,,,43.74163,-79.314,,0,
Lawrence Ave East at Carnforth Rd East Side,3,,,43.74139,-79.3138,,0,
Lawrence Ave East at Cedarbrae Mall,3,,,43.7587,-79.23,,0,
Lawrence Ave East at Centennial Rd,3,,,43.77758,-79.146,,0,
Lawrence Ave East at Centennial Rd East Side,3,,,43.77738,-79.146,,0,
Lawrence Ave East at Charlottetown Blvd West Side,3,,,43.77864,-79.1413,,0,
Lawrence Ave East at Cherryhill Ave,3,,,43.77634,-79.1507,,0,
Lawrence Ave East at Collinsgrove Rd,3,,,43.76927,-79.1827,,0,
Lawrence Ave East at Crockford Blvd,3,,,43.74593,-79.2915,,0,
Lawrence Ave East at Curlew Dr West Side,3,,,43.7413,-79.3196,,0,
Lawrence Ave East at Danielle Moore Cir West Side,3,,,43.75273,-79.2597,,0,
Lawrence Ave East at East Ave - Rouge Hill GO Station,3,,,43.78083,-79.1314,,0,
Lawrence Ave East at Elinor Ave,3,,,43.74394,-79.3009,,0,
Lawrence Ave East at Elinor Ave,3,,,43.74421,-79.3004,,0,
Lawrence Ave East at Ellington Dr,3,,,43.74633,-79.2907,,0,
Lawrence Ave East at Fern Meadow Rd,3,,,43.77178,-79.1716,,0,
Lawrence Ave East at Flerimac Rd,3,,,43.77243,-79.1688,,0,
Lawrence Ave East at Fortune Gate,3,,,43.76116,-79.2197,,0,
Lawrence Ave East at Fortune Gate East Side,3,,,43.76084,-79.2198,,0,
Lawrence Ave East at Galloway Rd,3,,,43.76598,-79.1966,,0,
Lawrence Ave East at Galloway Rd,3,,,43.7663,-79.1963,,0,
Lawrence Ave East at Goldberry Sq,3,,,43.7761,-79.1525,,0,
Lawrence Ave East at Greenbrae Circt,3,,,43.75834,-79.2329,,0,
Lawrence Ave East at Greencedar Circt East Side,3,,,43.75814,-79.2327,,0,
Lawrence Ave East at Greencrest Circt East Side,3,,,43.76014,-79.2231,,0,
Lawrence Ave East at Greenholm Circt,3,,,43.76046,-79.2228,,0,
Lawrence Ave East at Greenland Rd East Side,3,,,43.73833,-79.3375,,0,
Lawrence Ave East at Homestead Rd,3,,,43.76964,-79.1803,,0,
Lawrence Ave East at Howden Rd,3,,,43.74699,-79.2878,,0,
Lawrence Ave East at Kennedy Rd East Side,3,,,43.74948,-79.2743,,0,
Lawrence Ave East at Kennedy Rd West Side,3,,,43.74951,-79.2756,,0,
Lawrence Ave East at Kingston Rd,3,,,43.76743,-79.1901,,0,
Lawrence Ave East at Kingston Rd,3,,,43.76794,-79.1889,,0,
Lawrence Ave East at Ling Rd,3,,,43.769,-79.1829,,0,
Lawrence Ave East at Manse Rd East Side,3,,,43.77064,-79.1758,,0,
Lawrence Ave East at Manse Rd West Side,3,,,43.77056,-79.177,,0,
Lawrence Ave East at Marcos Blvd,3,,,43.7527,-79.2586,,0,
Lawrence Ave East at Markham Rd,3,,,43.75963,-79.2256,,0,
Lawrence Ave East at Markham Rd,3,,,43.76,-79.225,,0,
Lawrence Ave East at McCowan Rd Westside Scarborough General,3,,,43.75544,-79.2467,,0,
Lawrence Ave East at Meadowvale Rd,3,,,43.77536,-79.156,,0,
Lawrence Ave East at Meadowvale Rd East Side,3,,,43.77507,-79.156,,0,
Lawrence Ave East at Megan Ave,3,,,43.77181,-79.1707,,0,
Lawrence Ave East at Midland Ave East Side,3,,,43.75158,-79.2642,,0,
Lawrence Ave East at Midland Ave West Side,3,,,43.75153,-79.2657,,0,
Lawrence Ave East at Morning Dew Rd,3,,,43.77219,-79.169,,0,
Lawrence Ave East at Morningside Ave,3,,,43.76858,-79.1859,,0,
Lawrence Ave East at Morningside Ave,3,,,43.76821,-79.1865,,0,
Lawrence Ave East at Mossbank Dr,3,,,43.76273,-79.2112,,0,
Lawrence Ave East at Mossbank Dr West Side,3,,,43.76302,-79.2109,,0,
Lawrence Ave East at Opposite Cedarbrae Mall,3,,,43.75879,-79.2309,,0,
Lawrence Ave East at Opposite Walkway to Ridgewood Rd,3,,,43.78622,-79.125,,0,
Lawrence Ave East at Orton Park Rd,3,,,43.76388,-79.2058,,0,
Lawrence Ave East at Orton Park Rd,3,,,43.76426,-79.2053,,0,
Lawrence Ave East at Overture Rd,3,,,43.76531,-79.1996,,0,
Lawrence Ave East at Overture Rd West Side,3,,,43.76549,-79.1999,,0,
Lawrence Ave East at Paulander Ave,3,,,43.77581,-79.153,,0,
Lawrence Ave East at Pharmacy Ave,3,,,43.74311,-79.3049,,0,
Lawrence Ave East at Pharmacy Ave,3,,,43.7434,-79.3045,,0,
Lawrence Ave East at Port Union Rd,3,,,43.77963,-79.1361,,0,
Lawrence Ave East at Port Union Rd West Side,3,,,43.77953,-79.1374,,0,
Lawrence Ave East at Prudential Dr East Side,3,,,43.75106,-79.2667,,0,
Lawrence Ave East at Railside Rd (East),3,,,43.74104,-79.3197,,0,
Lawrence Ave East at Railside Rd (West) East Side,3,,,43.74074,-79.3238,,0,
Lawrence Ave East at Scarborough Golf Club Rd,3,,,43.76165,-79.2161,,0,
Lawrence Ave East at Scarborough Golf Club Rd,3,,,43.76206,-79.2155,,0,
Lawrence Ave East at Stotts Ter,3,,,43.78298,-79.128,,0,
Lawrence Ave East at Stotts Ter West Side,3,,,43.78315,-79.128,,0,
Lawrence Ave East at Susan St,3,,,43.76316,-79.2091,,0,
Lawrence Ave East at The Donway East,3,,,43.73757,-79.3411,,0,
Lawrence Ave East at The Donway East,3,,,43.7378,-79.3407,,0,
Lawrence Ave East at Townley Ave,3,,,43.74255,-79.3076,,0,
Lawrence Ave East at Townley Ave,3,,,43.74283,-79.3071,,0,
Lawrence Ave East at Underhill Dr,3,,,43.74092,-79.3245,,0,
Lawrence Ave East at Underwriters Rd,3,,,43.74663,-79.2883,,0,
Lawrence Ave East at Valia Rd,3,,,43.77139,-79.1725,,0,
Lawrence Ave East at Victoria Park Ave,3,,,43.74196,-79.3101,,0,
Lawrence Ave East at Victoria Park Ave,3,,,43.7423,-79.3096,,0,
Lawrence Ave East at Walkway to Ridgewood Rd,3,,,43.78625,-79.1251,,0,
Lawrence Ave East at Warden Ave,3,,,43.74519,-79.295,,0,
Lawrence Ave East at Warden Ave,3,,,43.74555,-79.2946,,0,
Lawrence Ave East at West Hill Dr,3,,,43.76993,-79.1798,,0,
Lawrence Ave East at Woodcliff Pl West Side,3,,,43.73851,-79.3376,,0,
Opposite 4125 Lawrence Ave East,3,,,43.7671,-79.1928,,0,
Rouge Hill GO Station Loop at Lawrence Ave East,3,,,43.78068,-79.1302,,0,
Starspray Loop at Lawrence Ave East,3,,,43.78863,-79.1231,,0,
Wynford Dr at Don Mills Rd,3,,,43.72316,-79.3392,,0,
Wynford Dr at Don Mills Rd East Side,3,,,43.7231,-79.3383,,0,
Wynford Dr at Gervais Dr,3,,,43.72339,-79.3366,,0,
3671 Dundas St West,3,,,43.66567,-79.497,,0,
Crosby Ave at Varsity Rd,3,,,43.66202,-79.4996,,0,
Crosby Ave at Warren Cres,3,,,43.6617,-79.5001,,0,
Dundas St West at Jane St,3,,,43.6656,-79.4914,,0,
Dundas St West at Jane St West Side,3,,,43.66578,-79.4921,,0,
Dundas St West at Scarlett Rd,3,,,43.66538,-79.4993,,0,
Dundas St West at Scarlett Rd,3,,,43.66563,-79.4991,,0,
Gooch Ave at Magwood Crt,3,,,43.66206,-79.4946,,0,
Jane St at Annette St,3,,,43.65817,-79.488,,0,
Jane St at Annette St South Side,3,,,43.65797,-79.4881,,0,
Jane St at Ardagh St,3,,,43.65586,-79.4872,,0,
Jane St at Ardagh St,3,,,43.65565,-79.487,,0,
Jane St at Bradley Ave,3,,,43.66338,-79.4903,,0,
Jane St at Colbeck St,3,,,43.65335,-79.4862,,0,
Jane St at Colbeck St North Side,3,,,43.65336,-79.486,,0,
Jane St at Page Ave,3,,,43.66397,-79.4903,,0,
Jane St at St John's Rd,3,,,43.66204,-79.4898,,0,
Jane St at St John's Rd,3,,,43.66188,-79.4895,,0,
Jane Station at Bus Bay 2,3,,,43.64994,-79.4841,,0,
Lundy Ave at Warren Cres,3,,,43.66261,-79.5027,,0,
Lundy Ave at Warren Cres North Side,3,,,43.66272,-79.5026,,0,
Old Dundas St at Humber Hill Ave,3,,,43.6645,-79.5014,,0,
Old Dundas St at Lundy Ave,3,,,43.66297,-79.5035,,0,
Old Dundas St at Varsity Rd West Side,3,,,43.66423,-79.5023,,0,
Opposite 3671 Dundas St West,3,,,43.66579,-79.4964,,0,
Underwood Ave at Varsity Rd,3,,,43.65992,-79.4952,,0,
Van Stassen Blvd at Skylark Rd,3,,,43.66195,-79.4962,,0,
Varsity Rd at Bralorne Cres,3,,,43.66125,-79.4982,,0,
Varsity Rd at Doran Ave,3,,,43.66199,-79.4991,,0,
